TICKET_ID,CUST_IP,QUERY_JSON,QUERY_TYPE,CUST_USERNAME,TICKET_STATUS,ASSISTING_STAFF_JSON
a1GTNaIj08,165.231.33.140,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""SSBiZWxpZXZlIGl0IGlzIGluIGRldmVsb3BtZW50Lg=="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-11""},{""Query"":""d2lsbCBzaXJodXJ0IGV2ZXIgYmUgYXZhaWxhYmxlIGZvciBpbWFjPw=="",""Member"":""feralcopter"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-11""}]}",General Inquiry,feralcopter,SOLVED,"[""minikid133""]"
4kYFhkMZ9l,2600:1702:1d30:aec0:b038:a589:3fba:1aa9,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBib25lcmRvbm9yMTIz"",""Member"":""bonerdonor123"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-13""},{""Query"":""dHlzbQ=="",""Member"":""bonerdonor123"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""},{""Query"":""aHR0cHM6Ly9kaXNjb3JkLmdnL0VSblhra2pX"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-12""},{""Query"":""SXQgd29udCBsZXQgbWUgaW4gdGhlIGRpc2NvcmQgc2VydmVy"",""Member"":""bonerdonor123"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-11""}]}",General Inquiry,bonerdonor123,SOLVED,"[""minikid133""]"
8v1iaGYUZg,2601:199:680:1ac0:7c86:ef2:5a2c:f4a9,"{""Queries"":[{""Query"":""V2hhdCBleGFjdGx5IGRpZCB5b3UgbWVzcyB1cD8="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-12""},{""Query"":""SSBtZXNzZWQgYSBsb3Qgb2Ygc3R1ZmYgdXAgKGxpa2UgYSBMT1Qp"",""Member"":""S0lar"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-11""},{""Query"":""VHJ5IHRoaXMsIGhpdCBXaW5kb3dzIEtleSArIHIsIHR5cGUgcmVnZWRpdCBhbmQgaGl0IGVudGVyLCBnbyB0byBIS0VZX0NVUlJFTlRfVVNFUiAtPiBTb2Z0d2FyZSAtPiBBc3NodXJ0IC0+IGFuZCBkZWxldGUgcHdkX2JldGFfbmV3IGFuZCB1c3JfYmV0YV9uZXcgZW50cmllcy4gaHR0cDovL3BybnRzY3IuY29tLzEweWNpbzc="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-11""},{""Query"":""TXkgZ2FtZSBrZWVwcyBjcmFzaGluZyBldmVyeSB0aW1lIEkgdHJ5IGFuZCBsb2FkIGFueXRoaW5nIGkgaW5zdGFsbGVkIEVWRVJZVEhJTkc="",""Member"":""S0lar"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-11""}]}",Technical Issues,S0lar,OPEN,"[""minikid133""]"
fXUmm263q0,1.53.17.74,"{""Queries"":[{""Query"":""UmVzZW50"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""eWFoaCwgc3VyZSBzaXJcbi0gUGF5cGFsIGVtYWlsIGFkcmVzczogY2h1bmd0dWFudEBnbWFpbC5jb21cbi0gQW1vdW50IHJvYnV4IGkgaGF2ZSBzb2xkOiAyNTAwIHJvYnV4XG4tIFRoZSBkYXRlIGkgaGF2ZSBzb2xkOiAyMDIxLzQvOFxuLSAgVeG6u25hbWUgcm9ibG94OiAwdV91ME8="",""Member"":""SuGaL"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-14""},{""Query"":""UGxlYXNlIHByb3ZpZGUgbWUgd2l0aCB0aGUgZm9sbG93aW5nIGluZm9ybWF0aW9uIHNvIEkgY2FuIGxvY2F0ZSB0aGUgaW5mb3JtYXRpb24gbmVlZGVkOlxuLVlvdXIgcGF5cGFsIGVtYWlsIGFkZHJlc3Ncbi1UaGUgYW1vdW50IG9mIFJPQlVYIHlvdSBzb2xkLCBhbmQgdGhlIGRhdGUgeW91IHNvbGQgUk9CVVhcbi1Zb3VyIFJPQkxPWCB1c2VybmFtZSAodGhlIHJvYmxveCB1c2VybmFtZSBvZiB0aGUgYWNjb3VudCB5b3Ugc29sZCB1cyB0aGUgcm9idXggb24pXG5cbnNvIEkgY2FuIGZpbmQgb3V0IGhvdyBtdWNoIHJvYnV4IHlvdSBzb2xkLCBhbmQgY29uZmlybSB5b3UgZGlkIGluZGVlZCByZWZ1bmQgdGhlIHBheW1lbnQgc2VudC4gdGhhbmsgeW91Lg=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""bXkgbmV3IHBheXBhbCBlbWFpbDogY2h1bmd0dWFudEBnbWFpbC5jb20="",""Member"":""SuGaL"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""},{""Query"":""SSBoYXZlIGFscmVhZHkgcmVmdW5kZWQgdGhlIG1vbmV5IHRvIHlvdXIgcGFydHkgYW5kIG5vdyBob3cgZG8gSSBnZXQgaXQgYmFjayB3aXRoIG5ldyBnbWFpbA=="",""Member"":""SuGaL"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""},{""Query"":""V2UgYXJlIG5vdCByZXNwb25zaWJsZSBmb3Igd2hhdCBwYXlwYWwgZG9lcy4gV2Ugc2VuZCBvZmYgcGF5bWVudHMgdG8gdGhlIHJlcXVlc3RlZCBhZGRyZXNzLCBhbmQgcGF5cGFsIHdpbGwgc29tZXRpbWVzIGhvbGQgcGF5bWVudHMgZm9yIHJldmlldyBvciB1bnRpbCB5b3UgYWNjZXB0IHRoZW0uIElmIHlvdSBuZWVkIHlvdSBjYW4gcmVmdW5kIHRoZSBwYXltZW50IGFuZCBJIGNhbiBzZW5kIGl0IG9mZiB0byBhIGRpZmZlcmVudCBwYXlwYWwgZW1haWwgaWYgeW91ZCBsaWtl"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-12""},{""Query"":""aXQgdGVsbHMgbWUgdGhhdCB0aGUgbW9uZXkgaXMgb24gaG9sZCBhbmQgaXQgd2lsbCBiZSByZWNlaXZlZCAxIGRheSBsYXRlciwgYnV0IGl0cyBiZWVuIDQgZGF5cyBzaW5jZSBJIHNvbGQgaXQgb24gMjAyMS84LzQgSSBzdGlsbCBoYXZlbnQgcmVjZWl2ZWQgaXQ="",""Member"":""SuGaL"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""},{""Query"":""WW91dmUgc29sZCBST0JVWD8gVGhlaXJzIGN1cnJlbnRseSBubyBwZW5kaW5nIHBheW91dCBzdWJtaXNzaW9ucyBzbyBhbGwgcGF5b3V0cyBzaG91bGQgYmUgcGFpZCBhbHJlYWR5LiBJZiB5b3UgZGlkbnQgZ2V0IHlvdXIgcGF5bWVudCwgcGxlYXNlIHByb3ZpZGUgbWUgd2l0aCB0aGUgZm9sbG93aW5nIGluZm9ybWF0aW9uIHNvIEkgY2FuIGZpeCB0aGUgaXNzdWU6XG4tWW91ciBwYXlwYWwgZW1haWwgYWRkcmVzc1xuLVRoZSBhbW91bnQgb2YgUk9CVVggeW91IHNvbGQsIGFuZCB0aGUgZGF0ZSB5b3Ugc29sZCBST0JVWFxuLVlvdXIgUk9CTE9YIHVzZXJuYW1lICh0aGUgcm9ibG94IHVzZXJuYW1lIG9mIHRoZSBhY2NvdW50IHlvdSBzb2xkIHVzIHRoZSByb2J1eCBvbilcblxuVGhhbmsgeW91LA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-12""},{""Query"":""aSBoYXZlIHNvbGQgbXkgcm9idXggKDJrNSkgZm9yIDQgZGF5cyBhbmQgSSBjYW50IGdldCBteSBtb25leSBiYWNrIA=="",""Member"":""SuGaL"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-11""}]}",Bug Report,SuGaL,OPEN,"[""IcePools""]"
v0Um1tNNkD,190.213.206.118,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""SXQgaXMgZG9uZQ=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-12""},{""Query"":""SXMgdGhlcmUgYW55IHBvc3NpYmxlIHdheSBpIGNhbiBoYXZlIG15IHVzZXJuYW1lIGZ1bGxhNml4IGNoYW5nZWQgdG8gcGFpc2FkaXggd291bGQgZ2VuZXJhbGx5IGJlIGFwcHJlY2lhdGVk"",""Member"":""fulla6ix"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""}]}",General Inquiry,fulla6ix,SOLVED,"[""minikid133"",""IcePools""]"
FRW68G3zwG,83.5.215.210,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""c2lyaHVydC5uZXQgZGlzY29yZC9jaGF0"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""Q2FuIGkgZ2V0IGludml0ZSB0byBEaXNjb3JkIHNlcnZlciA="",""Member"":""Krzychuuus"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""}]}",General Inquiry,Krzychuuus,SOLVED,"[""minikid133"",""IcePools""]"
OhAvQJvie3,2601:4b:500:8e50:4924:a8b:d120:4adf,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""d2hlbiBpIHRyeSB0byBpbmplY3Qgbm90aGluZyBoYXBwZW5zLCBpIHJlaW5zdGFsbGVkIGl0LCBub3RoaW5nLiBpdHMgbm90IHRoZSBzY3JpcHQgYmVjYXVzZSBpdCB1c2VkIHRvIHdvcmsgb24gbXkgb2xkIGNvbXB1dGVyLg=="",""Member"":""failedkiroo"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""}]}",Technical Issues,failedkiroo,OPEN,"[""IcePools""]"
6ButhsFpqm,2403:6200:88a1:f7de:6d69:1da7:5021:1576,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBIdXJ0RmlzaGluZ21l"",""Member"":""HurtFishingme"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-12""},{""Query"":""SG93IGRvIEkgZG93bmxvYWQgdGhlIGxhdGVzdCB2ZXJzaW9uP0kgY2Fubm90IGRvd25sb2FkIGZyb20gYm9vc3RlcmFwcC5BbmQgaG93IGRvIEkgZHdubG9hZCBmcm9tIHdlYnNpdGUgY2FuIHlvdSBwbHMgdGVsbCBtZT8="",""Member"":""HurtFishingme"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""}]}",General Inquiry,HurtFishingme,CLOSED,NONE
Q7KFPzbJnb,75.144.104.169,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""SGksIEkgZG93bmxvYWQgYW50IGV4dHJhY3QgYnV0IGZyb20gdGhlbiBvbiBub3RoaW5nIGhhcHBlbnMsIEkgaGF2ZSBhbGwgdGhlIGZyYW1ld29yayBpbnN0YWxsZWQgYW5kIGFudGl2aXJ1cyBvZmYuIFBsZWFzZSBoZWxw"",""Member"":""ethanr4890"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""}]}",Technical Issues,ethanr4890,OPEN,"[""IcePools""]"
1wOHiX4JaK,58.8.215.114,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBERUtOQUhFRQ=="",""Member"":""DEKNAHEE"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""QW4gZXJyb3Igb2NjdXJlZCB3aXRoIGluamVjdGluZyBzaXJodXJ0OiBVbmFibGUgdG8gbG9hZCBETEwgU2lyaHVydEluamVjdG9yLmRsbCBPcGVyYXRpb24gZGlkIG5vdCBjb21wbGV0ZQ=="",""Member"":""DEKNAHEE"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""}]}",Technical Issues,DEKNAHEE,CLOSED,NONE
PRGG5hsevT,70.80.220.151,"{""Queries"":[{""Query"":""eW91IGNhbnQ="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""aG93IGRvIGkgY2hhbmdlIG15IHdoaXRlbGlzdCBrZXk="",""Member"":""gabriellor120"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""}]}",General Inquiry,gabriellor120,OPEN,"[""IcePools""]"
8mXObn2UFu,2603:9001:5d05:ba53:bd7a:e16:a7bb:d8ce,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""SXZlIGJlZW4gd2FpdGluZyBmb3Igc2lyaHVydCB0byB1cGRhdGUgZm9yIDkgaG91cnMgYW5kIHN0aWxsIGhhc250IHdoZW4gd2lsbCBpdCB1cGRhdHJl"",""Member"":""TacticGoatedBtw"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-12""}]}",Technical Issues,TacticGoatedBtw,CLOSED,NONE
IYxQUceOHe,2001:fb1:13f:5ec7:7c71:edbb:31ef:aafd,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""U2lySHVydCBpcyBjdXJyZW50bHkgdXAgdG8gZGF0ZS4="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""UHJvZ3JhbSBzYXlzIHJvYmxveCB2ZXJzaW9uIHVwZGF0ZWQsIHRyeSBhZ2FpbiBsYXRlci4gV2hlbiBvcGVuaW5nIHRoZSBwcm9ncmFtIGFuZCBydW5uaW5nIHRoZSBwcm9ncmFtIFRoZSBwcm9ncmFtIHdpbGwgZGlzYXBwZWFyLg=="",""Member"":""senai"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""}]}",Technical Issues,senai,CLOSED,"[""IcePools""]"
1wBfiXaKpm,180.252.102.118,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""bXkgc2lyaHVydCBhcHAgc2F5cyBuZWVkIHRvIHVwZGF0ZSB0aGUgc2lyaHVydCBmcm9tIGJvb3N0dHJhcGVyIGJ1dCB3aGVuIGkgdXB0YWRlIGJvb3N0dHJhcGVyIHNheSByb2Jsb3ggbm90IHVwZGF0aW5nIGFuZCB3aGVuIGkgb3BlbiBzaXJodXJ0IGFnYWluIHRoZSBzaXJodXJ0IHNheSB1IG5lZWQgdG8gcmUgaW5zdGFsbCBidXQgd2hlbiBpIHJlIGluc3RhbGwgaXQga2VlcCBzYXlpbmcgcGxlYXNlIHJlIGluc3RhbGwuIHBscyBoZWxw"",""Member"":""ab3"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""}]}",Technical Issues,ab3,OPEN,"[""IcePools""]"
USI9hh4zF4,173.73.19.126,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""c2lyaHVydC5uZXQgZGlzY29yZC9jaGF0"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""SSBjYW50IGZpbmQgdGhlIGRpc2NvcmQgbGluaw=="",""Member"":""cookedchristian"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""}]}",Technical Issues,cookedchristian,SOLVED,"[""IcePools""]"
GfR88NTv3l,90.181.69.87,"{""Queries"":[{""Query"":""T2sgYW5kPw=="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-14""},{""Query"":""SW0geW91dHViZXI="",""Member"":""FoxtronCZ"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-13""}]}",Account Suspension,FoxtronCZ,OPEN,"[""minikid133""]"
0ZV4cDxvb2,83.216.106.16,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBpYzMzMzMz"",""Member"":""ic33333"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-13""},{""Query"":""SSB3b3VsZCBsaWtlIGFuIGludml0ZSB0byB0aGUgc2lyaHVydCBkaXNjb3JkIHNlcnZlci4="",""Member"":""ic33333"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""}]}",General Inquiry,ic33333,SOLVED,NONE
RnzGnunYaL,188.75.128.21,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""SSBib3VnaHQgc2lyaHVydCBmb3IgdHdvIGRheXMgYnV0IEkgY2FudCBydW4gaXQuIFdoYXQgc2hvdWxkIEkgZG8u"",""Member"":""kulovany21"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""}]}",Technical Issues,kulovany21,OPEN,"[""IcePools""]"
WwJJGcXpdu,195.213.240.103,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""IW93bmVycm9sZSB4MDViSlJ4ZjBEY1J2Qm8gIGluIGNhdGJvdHMgZG1z"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-14""},{""Query"":""SG93IGRvIEkgZ2V0IGEgcmFuayBvbiB0aGUgZGlzY29yZCB0byBzYXkgSSBvd24gdGhlIGV4cGxvaXQu"",""Member"":""TescoPlanner"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""}]}",General Inquiry,TescoPlanner,SOLVED,"[""IcePools""]"
uftGLK92VI,2601:702:4205:7320:7877:4a3c:5369:fb74,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBBeWRlbjYyNzYyNw=="",""Member"":""Ayden627627"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-13""},{""Query"":""V2hpdGVsaXN0IEtleSB3b250IHdvcmsgYW5kIGkgZG9udCBrbm93IHdoeQ=="",""Member"":""Ayden627627"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""}]}",General Inquiry,Ayden627627,SOLVED,NONE
AUwsbGT4CC,2601:702:4205:7320:7877:4a3c:5369:fb74,"{""Queries"":[{""Query"":""V2FpdCAyNCBob3VycyBhbmQgcHV0IGluIHRoZSBhY3R1YWwgY29kZSBhZnRlci4="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-14""},{""Query"":""SSBoYXZlIHR3byBtYW55IGZhaWxlZCBhdHRlbXB0cyBhdCBlbnRlcmluZyB0aGUgd3JvbmcgY29kZSBhbmQgaSBoYXZlIHRvIGFjdHVhbCBjb2RlIG5vdyBidXQgbmVlZCB0byB3YWl0IDI0aHJz"",""Member"":""Ayden627627"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-13""}]}",Technical Issues,Ayden627627,OPEN,"[""minikid133""]"
XYD7Yuvpvs,86.98.57.247,"{""Queries"":[{""Query"":""V2hlbiBkaWQgeW91IGJ1eSBhbmQgd2hhdCBpcyB5b3VyIHJlYXNvbmluZyBmb3IgYSByZWZ1bmQ/"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-14""},{""Query"":""VGhpcyBpcyBqdXN0IGEgc2ltcGxlIHF1ZXN0aW9uIGV2ZW4gdGhvdWdoIGkgbG92ZSBTaXJodXJ0IGFuZCBpdHMgdGhlIGJlc3QgZXhlY3V0b3IgYmVzaWRlcyBzeW5hcHNlIGlzIGl0IHBvc3NpYmxlIGZvciBhIHJlZnVuZCA="",""Member"":""Evortez"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-14""}]}",General Inquiry,Evortez,OPEN,"[""minikid133""]"
